SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	ReadingTotalWASLTested	ReadingMetStandardIncludingPrevPass	ReadingPercentMetStandardIncludingPrevPass	ReadingMetStandardWithoutPrevPass	ReadingPercentMetStandardWithoutPrevPass	ReadingPercentMetStandardExcludingNoScore	ReadingLevel1	ReadingPercentLevel1	ReadingLevel2	ReadingPercentLevel2	ReadingLevelBasic	ReadingPercentLevelBasic	ReadingLevel3	ReadingPercentLevel3	ReadingLevel4	ReadingPercentLevel4	ReadingNoScore	ReadingPercentNoScore	ReadingNotMet	ReadingPercentNotMet	ReadingExcusedAbsence	ReadingExempted	ReadingWAASPORT	ReadingWAASDAW	MathTotalWASLTested	MathMetStandardIncludingPrevPass	MathPercentMetStandardIncludingPrevPass	MathMetStandardWithoutPrevPass	MathPercentMetStandardWithoutPrevPass	MathPercentMetStandardExcludingNoScore	MathLevel1	MathPercentLevel1	MathLevel2	MathPercentLevel2	MathLevelBasic	MathPercentLevelBasic	MathLevel3	MathPercentLevel3	MathLevel4	MathPercentLevel4	MathNoScore	MathPercentNoScore	MathNotMet	MathPercentNotMet	MathExcusedAbsence	MathExempted	MathWAASPORT	MathWAASDAW	WritingTotalWASLTested	WritingMetStandardIncludingPrevPass	WritingPercentMetStandardIncludingPrevPass	WritingMetStandardWithoutPrevPass	WritingPercentMetStandardWithoutPrevPass	WritingPercentMetStandardExcludingNoScore	WritingLevel1	WritingPercentLevel1	WritingLevel2	WritingPercentLevel2	WritingLevelBasic	WritingPercentLevelBasic	WritingLevel3	WritingPercentLevel3	WritingLevel4	WritingPercentLevel4	WritingNoScore	WritingPercentNoScore	WritingNotMet	WritingPercentNotMet	WritingExcusedAbsence	WritingExempted	WritingWAASPORT	WritingWAASDAW	ScienceTotalWASLTested	ScienceMetStandardIncludingPrevPass	SciencePercentMetStandardIncludingPrevPass	ScienceMetStandardWithoutPrevPass	SciencePercentMetStandardWithoutPrevPass	SciencePercentMetStandardExcludingNoScore	ScienceLevel1	SciencePercentLevel1	ScienceLevel2	SciencePercentLevel2	ScienceLevelBasic	SciencePercentLevelBasic	ScienceLevel3	SciencePercentLevel3	ScienceLevel4	SciencePercentLevel4	ScienceNoScore	SciencePercentNoScore	ScienceNotMet	SciencePercentNotMet	ScienceExcusedAbsence	ScienceExempted	ScienceWAASPORT	ScienceWAASDAW	ReadingLevelIndex	MathLevelIndex
2008-09	Educational Service District 101	01	Adams	01158	Lind School District	3421	Lind Elementary School	6	15	8	53.3	8	53.3	53.3	2	13.3	5	33.3	0	0.0	6	40.0	2	13.3	0	0.0	7	46.7	0	0	0	0	15	7	46.7	7	46.7	46.7	4	26.7	4	26.7	0	0.0	5	33.3	2	13.3	0	0.0	8	53.3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.53	2.33
2008-09	Educational Service District 101	01	Adams	01160	Ritzville School District	2132	Ritzville High School	10	35	27	75.0	27	75.0	77.1	1	2.8	7	19.4	0	0.0	13	36.1	14	38.9	1	2.8	9	25.0	0	0	0	0	35	19	52.8	19	52.8	54.3	10	27.8	6	16.7	0	0.0	12	33.3	7	19.4	1	2.8	17	47.2	0	0	0	0	35	31	86.1	31	86.1	88.6	0	0.0	4	11.1	0	0.0	18	50.0	13	36.1	1	2.8	5	13.9	0	0	0	0	28	4	11.1	4	11.1	14.3	15	41.7	9	25.0	0	0.0	4	11.1	0	0.0	8	22.2	32	88.9	0	0	0	0	3.06	2.39
2008-09	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	3	27	22	78.6	22	78.6	81.5	0	0.0	5	17.9	0	0.0	10	35.7	12	42.9	1	3.6	6	21.4	0	0	0	0	27	22	78.6	22	78.6	81.5	2	7.1	3	10.7	0	0.0	11	39.3	11	39.3	1	3.6	6	21.4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.14	3.04
2008-09	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	4	23	20	87.0	20	87.0	87.0	1	4.3	2	8.7	0	0.0	10	43.5	10	43.5	0	0.0	3	13.0	0	0	0	0	23	16	69.6	16	69.6	69.6	3	13.0	4	17.4	0	0.0	7	30.4	9	39.1	0	0.0	7	30.4	0	0	0	0	23	19	82.6	19	82.6	82.6	3	13.0	1	4.3	0	0.0	11	47.8	8	34.8	0	0.0	4	17.4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.26	2.96
2008-09	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	5	26	21	77.8	21	77.8	80.8	2	7.4	3	11.1	0	0.0	11	40.7	10	37.0	1	3.7	6	22.2	0	1	0	0	26	18	66.7	18	66.7	69.2	7	25.9	1	3.7	0	0.0	6	22.2	12	44.4	1	3.7	9	33.3	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	13	48.1	13	48.1	50.0	4	14.8	9	33.3	0	0.0	10	37.0	3	11.1	1	3.7	14	51.9	0	1	0	0	3.00	2.78
2008-09	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	6	30	18	60.0	18	60.0	60.0	3	10.0	9	30.0	0	0.0	14	46.7	4	13.3	0	0.0	12	40.0	0	0	0	0	29	16	53.3	16	53.3	55.2	7	23.3	6	20.0	0	0.0	8	26.7	8	26.7	1	3.3	14	46.7	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.63	2.50
2008-09	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	7	22	17	77.3	17	77.3	77.3	1	4.5	4	18.2	0	0.0	9	40.9	8	36.4	0	0.0	5	22.7	1	0	0	0	22	14	63.6	14	63.6	63.6	5	22.7	3	13.6	0	0.0	4	18.2	10	45.5	0	0.0	8	36.4	1	0	0	0	21	17	77.3	17	77.3	81.0	1	4.5	3	13.6	0	0.0	12	54.5	5	22.7	1	4.5	5	22.7	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.09	2.86
2008-09	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	8	28	22	78.6	22	78.6	78.6	3	10.7	3	10.7	0	0.0	14	50.0	8	28.6	0	0.0	6	21.4	0	1	0	0	28	24	85.7	24	85.7	85.7	2	7.1	2	7.1	0	0.0	19	67.9	5	17.9	0	0.0	4	14.3	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	18	64.3	18	64.3	64.3	4	14.3	6	21.4	0	0.0	12	42.9	6	21.4	0	0.0	10	35.7	0	1	0	0	2.96	2.96
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	1617	Educational Opportunity Center	10	25	23	62.2	21	60.0	84.0	0	0.0	4	11.4	2	5.7	12	34.3	7	20.0	10	28.6	14	40.0	4	5	0	0	26	1	2.5	1	2.5	3.8	20	50.0	5	12.5	0	0.0	1	2.5	0	0.0	14	35.0	39	97.5	2	2	0	0	25	22	56.4	21	55.3	84.0	1	2.6	3	7.9	2	5.3	16	42.1	3	7.9	13	34.2	17	44.7	1	5	0	0	24	0	0.0	0	0.0	0.0	19	45.2	5	11.9	0	0.0	0	0.0	0	0.0	18	42.9	42	100.0	0	2	0	0	2.06	0.83
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	2299	Charles Francis Adams High School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	2299	Charles Francis Adams High School	10	201	179	84.0	173	83.6	86.1	14	6.8	14	6.8	6	2.9	58	28.0	109	52.7	6	2.9	34	16.4	2	8	2	0	199	85	40.3	82	39.4	41.2	67	32.2	50	24.0	1	0.5	56	26.9	25	12.0	9	4.3	126	60.6	4	5	2	0	200	197	92.5	189	92.2	94.5	5	2.4	6	2.9	12	5.9	77	37.6	100	48.8	5	2.4	16	7.8	2	10	2	0	142	62	30.2	62	30.2	43.7	62	30.2	18	8.8	1	0.5	57	27.8	4	2.0	63	30.7	143	69.8	10	2	2	0	3.15	2.09
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	2501	Lincoln Middle School	7	189	106	55.2	106	55.2	56.1	25	13.0	58	30.2	8	4.2	55	28.6	43	22.4	3	1.6	86	44.8	1	1	0	0	190	92	47.9	92	47.9	48.4	56	29.2	42	21.9	0	0.0	43	22.4	49	25.5	2	1.0	100	52.1	1	1	0	0	190	152	79.2	152	79.2	80.0	18	9.4	20	10.4	11	5.7	70	36.5	71	37.0	2	1.0	40	20.8	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.49	2.42
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	2501	Lincoln Middle School	8	180	118	65.2	118	65.2	65.6	25	13.8	37	20.4	2	1.1	62	34.3	54	29.8	1	0.6	63	34.8	0	0	0	0	180	94	51.9	94	51.9	52.2	39	21.5	47	26.0	0	0.0	67	37.0	27	14.9	1	0.6	87	48.1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	179	121	66.9	121	66.9	67.6	25	13.8	33	18.2	8	4.4	88	48.6	25	13.8	2	1.1	60	33.1	0	0	0	0	2.77	2.44
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	2823	Parkway Elementary	3	54	42	77.8	42	77.8	77.8	3	5.6	9	16.7	2	3.7	19	35.2	21	38.9	0	0.0	12	22.2	0	0	0	0	54	37	68.5	37	68.5	68.5	11	20.4	6	11.1	1	1.9	17	31.5	19	35.2	0	0.0	17	31.5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.00	2.78
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	2823	Parkway Elementary	4	44	30	65.2	30	65.2	68.2	3	6.5	11	23.9	7	15.2	19	41.3	4	8.7	2	4.3	16	34.8	0	0	0	0	46	12	26.1	12	26.1	26.1	23	50.0	11	23.9	0	0.0	6	13.0	6	13.0	0	0.0	34	73.9	0	0	0	0	43	13	28.3	13	28.3	30.2	16	34.8	14	30.4	1	2.2	10	21.7	2	4.3	3	6.5	33	71.7	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13	1.89
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	2823	Parkway Elementary	5	52	29	55.8	29	55.8	55.8	7	13.5	16	30.8	2	3.8	13	25.0	14	26.9	0	0.0	23	44.2	0	0	0	0	52	23	44.2	23	44.2	44.2	23	44.2	6	11.5	1	1.9	11	21.2	11	21.2	0	0.0	29	55.8	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	13	25.0	13	25.0	25.0	20	38.5	19	36.5	2	3.8	9	17.3	2	3.8	0	0.0	39	75.0	0	0	0	0	2.58	2.15
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	2823	Parkway Elementary	6	53	35	64.8	35	64.8	66.0	4	7.4	14	25.9	1	1.9	25	46.3	9	16.7	1	1.9	19	35.2	0	2	0	0	53	22	40.7	22	40.7	41.5	18	33.3	13	24.1	0	0.0	18	33.3	4	7.4	1	1.9	32	59.3	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.65	2.11
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	2962	Grantham Elementary	3	29	16	55.2	16	55.2	55.2	5	17.2	8	27.6	0	0.0	8	27.6	8	27.6	0	0.0	13	44.8	0	0	0	0	29	21	72.4	21	72.4	72.4	3	10.3	5	17.2	0	0.0	9	31.0	12	41.4	0	0.0	8	27.6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.66	3.03
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	2962	Grantham Elementary	4	29	22	75.9	22	75.9	75.9	0	0.0	7	24.1	0	0.0	11	37.9	11	37.9	0	0.0	7	24.1	0	0	0	0	28	16	55.2	16	55.2	57.1	2	6.9	10	34.5	0	0.0	8	27.6	8	27.6	1	3.4	13	44.8	0	0	0	0	28	5	17.9	5	17.9	17.9	10	35.7	13	46.4	0	0.0	5	17.9	0	0.0	0	0.0	23	82.1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.14	2.69
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	2962	Grantham Elementary	5	30	19	63.3	19	63.3	63.3	2	6.7	9	30.0	0	0.0	9	30.0	10	33.3	0	0.0	11	36.7	0	0	0	0	30	18	60.0	18	60.0	60.0	5	16.7	7	23.3	0	0.0	4	13.3	14	46.7	0	0.0	12	40.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	13	43.3	13	43.3	43.3	7	23.3	10	33.3	0	0.0	10	33.3	3	10.0	0	0.0	17	56.7	0	0	0	0	2.90	2.90
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	2962	Grantham Elementary	6	21	15	71.4	15	71.4	71.4	2	9.5	4	19.0	0	0.0	13	61.9	2	9.5	0	0.0	6	28.6	0	0	0	0	21	8	38.1	8	38.1	38.1	6	28.6	7	33.3	0	0.0	6	28.6	2	9.5	0	0.0	13	61.9	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.71	2.19
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	3266	Highland Elementary	3	63	34	54.0	34	54.0	54.0	12	19.0	17	27.0	0	0.0	21	33.3	13	20.6	0	0.0	29	46.0	0	2	0	0	63	30	47.6	30	47.6	47.6	16	25.4	17	27.0	0	0.0	29	46.0	1	1.6	0	0.0	33	52.4	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.56	2.24
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	3266	Highland Elementary	4	45	35	77.8	35	77.8	77.8	3	6.7	7	15.6	0	0.0	25	55.6	10	22.2	0	0.0	10	22.2	0	2	0	0	45	24	53.3	24	53.3	53.3	6	13.3	15	33.3	0	0.0	12	26.7	12	26.7	0	0.0	21	46.7	0	2	0	0	45	31	68.9	31	68.9	68.9	5	11.1	9	20.0	0	0.0	24	53.3	7	15.6	0	0.0	14	31.1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.93	2.67
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	3266	Highland Elementary	5	46	33	71.7	33	71.7	71.7	4	8.7	9	19.6	0	0.0	19	41.3	14	30.4	0	0.0	13	28.3	0	0	0	0	46	19	41.3	19	41.3	41.3	19	41.3	8	17.4	0	0.0	10	21.7	9	19.6	0	0.0	27	58.7	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46	23	50.0	23	50.0	50.0	9	19.6	14	30.4	0	0.0	19	41.3	4	8.7	0	0.0	23	50.0	0	0	0	0	2.93	2.20
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	3266	Highland Elementary	6	30	16	53.3	16	53.3	53.3	2	6.7	12	40.0	0	0.0	14	46.7	2	6.7	0	0.0	14	46.7	0	2	0	0	30	12	40.0	12	40.0	40.0	13	43.3	5	16.7	0	0.0	9	30.0	3	10.0	0	0.0	18	60.0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.53	2.07
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	3616	Special Services	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	3616	Special Services	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	3616	Special Services	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	3616	Special Services	6	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	3616	Special Services	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	3616	Special Services	8	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	4384	Heights Elementary	3	57	34	59.6	34	59.6	59.6	4	7.0	19	33.3	0	0.0	13	22.8	21	36.8	0	0.0	23	40.4	0	0	0	0	57	29	50.9	29	50.9	50.9	13	22.8	15	26.3	0	0.0	23	40.4	6	10.5	0	0.0	28	49.1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.89	2.39
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	4384	Heights Elementary	4	59	52	85.2	52	85.2	88.1	1	1.6	6	9.8	0	0.0	30	49.2	22	36.1	2	3.3	9	14.8	0	0	2	0	58	36	60.0	36	60.0	62.1	6	10.0	16	26.7	0	0.0	15	25.0	21	35.0	2	3.3	24	40.0	1	0	2	0	58	39	63.9	39	63.9	67.2	9	14.8	10	16.4	0	0.0	27	44.3	12	19.7	3	4.9	22	36.1	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.13	2.78
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	4384	Heights Elementary	5	57	40	70.2	40	70.2	70.2	5	8.8	12	21.1	0	0.0	19	33.3	21	36.8	0	0.0	17	29.8	0	0	0	0	57	33	57.9	33	57.9	57.9	12	21.1	12	21.1	0	0.0	14	24.6	19	33.3	0	0.0	24	42.1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	24	42.1	24	42.1	42.1	8	14.0	25	43.9	0	0.0	20	35.1	4	7.0	0	0.0	33	57.9	0	0	0	0	2.98	2.70
2008-09	Educational Service District 123	02	Asotin	02250	Clarkston School District	4384	Heights Elementary	6	56	45	80.4	45	80.4	80.4	2	3.6	9	16.1	0	0.0	27	48.2	18	32.1	0	0.0	11	19.6	0	2	1	0	56	33	58.9	33	58.9	58.9	8	14.3	15	26.8	0	0.0	14	25.0	19	33.9	0	0.0	23	41.1	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.09	2.79
2008-09	Educational Service District 123	02	Asotin	02420	Asotin-Anatone School District	2434	Asotin Jr Sr High	7	38	28	73.7	28	73.7	73.7	3	7.9	7	18.4	4	10.5	13	34.2	11	28.9	0	0.0	10	26.3	1	2	0	0	39	18	46.2	18	46.2	46.2	11	28.2	10	25.6	0	0.0	5	12.8	13	33.3	0	0.0	21	53.8	0	2	0	0	38	27	71.1	27	71.1	71.1	3	7.9	8	21.1	3	7.9	16	42.1	8	21.1	0	0.0	11	28.9	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.63	2.51
2008-09	Educational Service District 123	02	Asotin	02420	Asotin-Anatone School District	2434	Asotin Jr Sr High	8	39	22	55.0	22	55.0	56.4	3	7.5	14	35.0	1	2.5	14	35.0	7	17.5	1	2.5	18	45.0	0	0	0	0	39	24	61.5	24	61.5	61.5	4	10.3	11	28.2	2	5.1	13	33.3	9	23.1	0	0.0	15	38.5	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	21	53.8	21	53.8	53.8	2	5.1	16	41.0	1	2.6	17	43.6	3	7.7	0	0.0	18	46.2	1	0	0	0	2.52	2.59
2008-09	Educational Service District 123	02	Asotin	02420	Asotin-Anatone School District	2434	Asotin Jr Sr High	10	47	42	89.4	42	89.4	89.4	1	2.1	4	8.5	2	4.3	18	38.3	22	46.8	0	0.0	5	10.6	2	1	0	0	48	22	44.9	22	44.9	45.8	8	16.3	18	36.7	0	0.0	14	28.6	8	16.3	1	2.0	27	55.1	0	1	0	0	49	49	100.0	49	100.0	100.0	0	0.0	0	0.0	1	2.0	17	34.7	31	63.3	0	0.0	0	0.0	0	1	0	0	49	33	66.0	33	66.0	67.3	7	14.0	9	18.0	0	0.0	23	46.0	10	20.0	1	2.0	17	34.0	0	0	0	0	3.21	2.41
