BuildingNumber	GradeTested	ReadingPercent	MathPercentMet	WritingPercentMet	SciencePercentMet
2290	5	57.4	40		31.7
3597	8				
3597	10	75	28.3	78.8	34
4369	6	65	33.3		
4369	7	44.4	30.2	66.7	
4369	8	60	20		41.4
2516	3				
2516	4				
2516	5				
2516	6	66.7	26.7		
2516	7				
2516	8				
2616	10	70.9	21.1	85.5	29.3
2998	3	67.1	65.7		
2998	4	57.4	26.5	60.3	
2998	5	67.9	26.8		18.2
3977	6	46.3	35.8		
3977	7	53	39.4	65.2	
3977	8	68.3	58.3		60
2331	10	84.5	32.8	93.2	41.1
3239	3	81	60.3		
3239	4	66.2	35.4	53.8	
3239	5	54.7	34		17
2858	3	86.4	90.9		
2858	4	72.7	40.9	40.9	
2858	5	63.6	68.2		27.3
2858	6	63.6	27.3		
2858	7	72	48	64	
2858	8	83.3	50		46.7
2858	10	81.8	27.3	95.5	18.2
2442	3	81.6	68.6		
2799	10	85.5	47.8	85	46.4
3346	3				
3346	4	70.3	56.8	72.4	
3346	5	68.2	48.4		23.3
3346	6				
4311	6	66.8	39.7		
4311	7	58.9	53.9	72.6	
4311	8	70.3	50.8		58
2859	7	56	28	20	
2859	8	71.4	35.7		32.1
2859	10	84.8	46.9	84.8	51.5
3555	3	68.8	43.8		
3555	4	44.4	18.5	7.1	
3555	5	59.5	43.2		32.4
3555	6	40.7	40.7		
2166	10	72.2	36.3	79.5	39.8
2244	3	73.3	66.7		
2291	4	67.6	46.6	60.5	
2291	5	66.9	40.5		22.9
2291	6	61.3	47.4		
2704	3	62.4	59.2		
2768	4	62.7	46.3	54.5	
2768	5	60.8	33.3		25.8
2768	6	56.2	40		
3172	3	67.1	65.5		
3240	7	58.5	32.3	70	
3240	8	56	43.7		37.8
2186	10				
3050	3				
3050	4				
3050	5				
2478	7	53.2	56.5	79	
2478	8	74.4	41		66.7
2478	10	86.8	36.9	95.5	51.5
2864	3	65.9	48.8		
2864	4	43.4	22.6	34	
2864	5	81.3	39.6		37.5
2864	6	33.3	35.3		
2860	3				
2860	4				
2860	5				
2860	6	73.9	39.1		
2860	7	75	37.5	87.5	
2860	8	94.7	63.2		73.7
2862	3				
2862	4				
2862	5	69.2	38.5		14.3
2862	6				
2863	7				
2863	8				
2863	10	90	36.4	90	54.5
2443	6	62.5	37.5		
2443	7	73.3	40	46.7	
2443	8	64.7	52.9		76.5
2443	10	87.5	33.3	100	52.9
2769	3	92.3	64.3		
2769	4	100	100	100	
2769	5	100	94.7		52.6
3289	7	60.7	60.7	96.4	
3289	8	70	50		35
3289	10	75	35.3	81.3	12.5
3290	3	84.2	78.9		
3290	4	76.5	64.7	88.2	
3290	5	73.7	31.6		15.8
3290	6	66.7	60		
2743	3				
2743	4	80	70	50	
2743	5	50	58.3		8.3
2743	6	72.7	72.7		
3113	7				
3113	8	60	40		70
3113	10				
2668	3	63.8	41.3		
2668	4	52.9	35.3	67.3	
2668	5	73.3	44.4		22.2
2668	6	67.4	52.2		
3173	7	53.7	31.7	68.3	
3173	8	68.9	48.9		37.8
3173	10	78.4	31.6	83.8	32.5
2744	3	76.9	46.2		
2744	4	69.2	46.2	50	
2744	5	69.4	33.3		26.5
2744	6	50	33.3		
2744	7	72.7	66.7	66.7	
2145	3	56	48		
2145	4	75	54.2	75	
2145	5	63	40.7		14.8
2145	6	61.9	57.1		
2145	7	87	73.9	95.7	
2145	8	72.2	38.9		44.4
1888	8				
1888	10				
2745	3	50.6	22.2		
2745	4	56.1	39.4	31.8	
2745	5	58.3	26.4		23.6
3241	10	78.3	24.8	85.4	39.8
3291	3	63.8	57.5		
3291	4	57.5	33.8	46.3	
3291	5	58	39.5		16.3
3292	3	70.5	50		
3292	4	66.9	62.3	59.5	
3292	5	52	38.8		12.6
4288	3				
4288	4				
4288	5				
4288	6				
4288	7				
4288	8				
4288	10	58.5	17.1	68.3	15.6
4363	8	61.5	45		45.3
3495	7	75	43.8	56.3	
3495	8	85	42.9		33.3
3495	10	92.3	46.2	100	23.1
4002	3	76.9	61.5		
4002	4	66.7	44.4	77.8	
4002	5	50	35.7		0
4002	6	57.1	35.7		
2865	4	36	18	46.1	
2865	5	70.8	43.8		27
2865	6	50.6	28.4		
2865	7	47.1	26.5	52.9	
2865	8	77.6	40.8		60.5
4463	3	81.2	42.4		
1680	8				
1680	10				
2662	3	79.6	75.9		
2662	4	80	60	77.1	
2662	5	76.6	62.3		32.5
3174	6	57.7	36.9		
3174	7	52.4	42.3	54.8	
3174	8	57.1	34		33.3
3175	10	71.7	35	78.9	41.3
4320	3	60.2	44.3		
4320	4	69.4	34.7	50	
4320	5	63.5	34.9		20.6
2310	3	66.7	30		
2310	4	64.9	29.7	54.1	
2310	5	36.7	20		10
2310	6	27.8	5.6		
2310	7	57.6	36.4	48.5	
2310	8	48.6	18.9		27
2494	3	56.3	18.8		
2494	4	40	33.3	66.7	
2494	5	28.6	0		0
2494	6	15.4	0		
2494	7	23.1	8.3		
2494	8				
2031	10	79.5	30.4	76.4	21.8
3051	3	52.2	31.6		
3051	4	55.5	32.5	51.3	
3051	5	63.9	34.7		32.2
4237	6	40.6	24.1		
4237	7	54.9	33.3	53	
4237	8	68.5	37.4		42.6
4278	3	23.5	29.4		
4278	4	26.7	26.7	20	
4278	5	46.7	26.7		0
4278	6	45	0		
4278	7				
4278	8	46.2	15.4		15.4
4279	10				
2246	10	69.2	21.2	86.2	33.8
2539	3	74	45.2		
2539	4	81.3	35	67.5	
2539	5	55.6	27.8		6.7
2800	10	58.3	12.5	68.1	16.7
3293	3	52.2	37.7		
3293	4	44.3	18.6	27.1	
3293	5	41.8	29.9		7.5
3293	6	47.7	30.8		
4223	7	32.9	30.5	32.1	
4223	8	40.9	23.1		29.9
2396	3	74.1	48.1		
2396	4	57.1	52.4	52.6	
2396	5	57.1	42.9		23.8
2396	6	81.8	68.2		
2397	7	40.6	37.5	71.9	
2397	8	57.1	21.4		42.9
2397	10	95.2	57.1	95.2	52.4
1621	8				
1621	10				
2146	7	64	52	74	
2146	8	81.4	74.4		67.4
2146	10	97	54.5	85.3	69.7
4501	3	79.5	84.6		
4501	4	65.5	51.7	58.6	
4501	5	67.4	58.1		23.3
4501	6	80	67.5		
2679	10	71.8	28.4	81.3	32.6
3176	3	60	37.5		
3176	4	58.1	39.2	23.9	
3176	5	45.7	24.3		17.4
4196	6	47.9	36.6		
4196	7	76.4	67.4	82	
4196	8	67.4	43.8		48.3
2422	3	63	39.1		
2422	4	62.2	28.9	61.4	
2422	5	63.5	19.2		11.5
2422	6	67.7	29		
2706	7	39.5	25.6	58.1	
2706	8	49.1	18.9		32.1
2706	10	87.9	20	86.4	33.8
3531	3	70.6	61.8		
3531	4	86.1	75	66.7	
3531	5	57.9	50		27
3531	6	69.2	61.5		
4039	3	83.3	73.3		
4039	4	60	43.3	56.7	
4039	5	74.1	55.6		29.6
4039	6	60	51.4		
4220	7	54.5	28.4	63.5	
4220	8	55.6	39.6		37.7
4220	10	69.7	35.4	78.5	40.9
2357	7	40.5	40.5	45.2	
2357	8	55.1	24.5		44.9
2357	10	63.4	21.4	73.8	50
2803	3	67.6	21.6		
2803	4	75.8	39.4	69.7	
2803	5	75	50		37.5
2803	6	53.2	34		
2214	7	23.5	38.2	29.4	
2214	8	55.3	28.9		47.4
2214	10	79.6	43.8	87.2	41.7
2804	3	50	60.5		
2804	4	51.4	59.5	59.5	
2804	5	76.9	69.2		20.5
2804	6	39.5	21.1		
2868	3	87	73.9		
2868	4	57.9	5.3	26.3	
2868	5	71.4	64.3		42.9
2868	6	69.6	73.9		
3295	7	68.2	72.7	86.4	
3295	8	80	64		68
3295	10	100	66.7	100	66.7
3599	10		14.3	45.5	3.3
2542	6	65.5	62.1		
2542	7	62.5	54.2	70.8	
2542	8	70.4	37		63
2542	10	71.4	28.6	71.4	13.3
3444	3	87.5	41.7		
3444	4	73.7	47.4	21.1	
3444	5	80	70		50
2292	3				
2292	4				
2292	5				
2292	6				
2292	7				
2292	8				
2292	10				
2518	10	86.7	61	92	50.7
3968	5	76	54.7		38.7
3968	6	60.3	39.7		
3968	7	70.1	71.4	81.8	
3968	8	79.8	78.7		66
4478	3	88.2	80.3		
4478	4	72.9	65.9	61.2	
2423	7	41.7	37.5	70.8	
2423	8	64.7	41.2		29.4
2423	10	78.9	10.5	78.9	42.1
2770	3	52.9	17.6		
2770	4	51.9	37	59.3	
2770	5	39.1	26.1		13
2770	6	64.3	42.9		
3497	7	90	70	90	
3497	8	66.7	38.1		52.4
3497	10	96	50	96	73.9
2040	3				
2040	4				
2040	5				
2237	6	66.1	61.1		
2237	7	69.2	71.8	79.4	
2237	8	82.8	60.6		68.5
3827	4	75.2	54.6	59.2	
3827	5	75.8	55.5		37
4131	8				
4131	10	82.5	40	85.9	50.7
4171	3				
4562	3	88.6	78.9		
1640	7				
1640	8	36.4	18.2		18.2
1640	10				
2125	10	81.1	44	90.4	52.3
2311	3	71.4	64.3		
2311	4	80	57.5	60	
2311	5	76.5	52.9		47.1
2311	6	85.1	57.4		
2334	3	89.8	83.7		
2334	4	63.4	41.5	45.7	
2334	5	77.6	60.3		34.5
2334	6	75.9	74.1		
2495	3	76.1	69.6		
2495	4	58.7	54.3	43.5	
2495	5	66	38		20
2495	6	68.9	51.1		
2496	3	65.7	56.9		
2496	4	65.1	48.2	41	
2496	5	76	60.4		24
2496	6	64.6	52.2		
2497	3	67.4	43.5		
2497	4	52.2	21.7	32.6	
2497	5	68.8	60.4		35.4
2497	6	66.1	51.8		
2498	3	86.4	61.4		
2498	4	81	66.7	71.4	
2498	5	90.7	81.4		65.1
2498	6	85.3	67.6		
2519	3	72.6	56		
2519	4	68.9	60	68.9	
2519	5	80.2	61.3		57.9
2519	6	75	66.7		
2575	7	66.2	54.7	65.2	
2575	8	74.1	60.5		70.1
2870	3	66	62		
2870	4	67.3	69.4	53.1	
2870	5	88.2	68.6		41.2
2870	6	60.4	54.7		
3052	7	74.2	79.2	80.3	
3052	8	77.7	68.6		65.5
3447	7	61	62.7	64.1	
3447	8	67.4	51.3		48.5
3557	3	96.1	90.8		
3557	4	75.3	76.7	60.3	
3557	5	80.9	78.7		30.3
3557	6	79.8	71.4		
3558	3	77.1	62.7		
3558	4	67.7	62.9	72.6	
3558	5	75.7	54.1		31.5
3558	6	63.5	53.8		
3572	3	85.4	72.9		
3572	4	79.1	58.1	65.1	
3572	5	82.9	61		56.1
3572	6	83.3	71.2		
3645	10	84.1	45.7	93.4	43
3750	7	76.7	64.7	78.4	
3750	8	77.8	51.1		59.1
3896	3	74.4	54.9		
3896	4	68.3	68.8	66.7	
3896	5	76.4	56.9		54.2
3896	6	65.7	67.2		
3927	3	89.7	77.9		
3927	4	87.9	43.1	48.3	
3927	5	82	65.6		34.4
3927	6	81.7	70.5		
3972	10	50	8.6	87.1	9.4
4110	3	58.3	35		
4110	4	40.4	7	38.6	
4110	5	46.6	17.2		8.6
4110	6	31.9	24.6		
4110	7	25.4	12.7	39.7	
4110	8	36.6	4.9		31.7
4110	10	62.2	9.1	82.2	15.9
4121	3	90.5	81		
4121	4	78.1	68.5	74	
4121	5	86.3	74.3		47.9
4121	6	82.6	69.6		
4146	3	80.8	57.7		
4146	4	72.1	61.5	64.4	
4146	5	80	56.8		41.1
4146	6	84.1	68.2		
4183	7	66.2	62.4	70	
4183	8	74.1	63.3		52.8
4360	3	72.5	59.6		
4360	4	78.8	70.3	79.7	
4360	5	77.7	66		33
4360	6	82	65.8		
4361	3	83.3	63.3		
4361	4	72.3	51.5	49.5	
4361	5	71.9	62.5		26
4361	6	63.2	59.4		
4414	3	82.9	85.7		
4414	4	81.6	73.6	70.1	
4414	5	81.3	80		68.8
4414	6	78.5	64.6		
4443	7	71.4	56	78.5	
4443	8	76.4	53.9		63.2
4496	3	85.9	73.1		
4496	4	80.3	69.7	72.4	
4496	5	82.8	74.7		44.4
4496	6	74.4	51.3		
4540	10	88.3	42.6	95	53.3
1797	10				
1816	10	80.5	11.1	78.8	12.4
1860	10	87.7	48.8	95.1	57.4
2036	3	55.6	17.8		
2036	4	53.6	36.2	62.3	
2036	5	60.7	48.2		28.6
2039	5				
2039	6				
2039	7				
2039	8				
2039	10				
2083	3	91	79.1		
2083	4	87.1	87.1	88.6	
2083	5	93	77.2		35.1
2084	10	80.1	39.8	85.8	46
2094	3	49.1	30.9		
2094	4	46.2	21.2	33.8	
2094	5	56.9	33.8		18.5
2102	3	52.9	32.4		
2102	4	60	55	35	
2102	5	43.6	43.6		7.7
2103	3	72.7	72.7		
2103	4	47.4	36.8	55.3	
2103	5	53.3	43.3		26.7
2148	3	69.4	50		
2148	4	62.5	47.9	56.3	
2148	5	53.3	33.3		13.3
2167	3	83.3	74.1		
2167	4	64.4	62.7	47.5	
2167	5	44.6	28.6		19.6
2168	3	61.1	49.1		
2168	4	46.5	17.2	37.4	
2168	5	56	33.3		10.7
2169	3	73.3	68.3		
2169	4	75.3	46.6	64.4	
2169	5	73.9	40.6		39.1
2215	10	66.4	18.7	78.6	21
2247	3	65.6	64.1		
2247	4	60.5	40	45.3	
2247	5	71.8	37.6		12.9
2252	3	72.4	64.3		
2252	4	60	36.8	52.6	
2252	5	58.3	37.5		13.5
2275	3	56.8	40.9		
2275	4	35.6	24.4	20	
2275	5	45	20		2.5
2336	3	50	31.6		
2336	4	48.7	15.4	59	
2336	5	51.4	13.5		8.1
2338	6	37.1	37.1		
2338	7	36.9	30.1	56.3	
2338	8	44.4	13.3		28.1
2358	3	63.3	52.1		
2358	4	57.8	46.7	75	
2358	5	65.1	45.2		14.5
2359	6	37.3	19.6		
2359	7	33.9	24.3	54.2	
2359	8	52.9	27.6		25.3
2376	6	72	60		
2376	7	66.4	59.2	74.4	
2376	8	73.9	58.2		62.8
2377	6	42.7	22		
2377	7	49.2	24.3	51.3	
2377	8	53.9	28.4		28.1
2746	3	50	25		
2746	4	41.9	19.4	61.3	
2746	5	70.6	41.2		17.6
2747	3	60.9	54.3		
2747	4	63	50.9	58.5	
2747	5	64.9	49.1		35.1
2771	3	61.6	39.7		
2771	4	50	33.8	58.6	
2771	5	61.8	43.4		21.1
2772	3	61.3	67.7		
2772	4	63.2	54.4	64.7	
2772	5	65.2	47.8		17.4
2805	3	83.1	66.2		
2805	4	78.7	72	85.3	
2805	5	86.8	75		55.3
2806	3	42.1	46.1		
2806	4	42.7	30.7	42.7	
2806	5	40.6	29.7		9.4
2871	3	60.9	46.4		
2871	4	64.1	43.6	43.6	
2871	5	56.2	41.1		13.7
2872	3	86	87.7		
2872	4	80	66.2	84.6	
2872	5	80.7	79.5		44.6
2874	3	55.7	63.9		
2874	4	51.6	37.5	33.3	
2874	5	51.6	37.1		14.5
2938	3	72.4	58.6		
2938	4	67.8	59.3	49.2	
2938	5	57.1	40.4		31.6
2939	3	80.3	66.2		
2939	4	67.6	59.2	87.3	
2939	5	72.5	57.1		15.9
2940	3	56.8	37.8		
2940	4	40.9	20	57.1	
2940	5	47.6	27.3		0
2941	3	50.8	41		
2941	4	56.9	34.7	44.4	
2941	5	53.4	30.7		6.8
3053	3	77.4	52.8		
3053	4	78.2	50.9	58.2	
3053	5	81.5	53.7		37
3054	6	42.7	32.4		
3054	7	45.6	31.9	61.7	
3054	8	56.9	31.5		38.7
3116	3	69.2	76.9		
3116	4	89.4	74.5	76.6	
3116	5	77.1	62.9		31.4
3243	6	46.8	38.5		
3243	7	30.1	23.3	47.1	
3243	8	51.9	31.1		26.7
3244	6	68.5	53.2		
3244	7	63.6	45.3	78.5	
3244	8	69.4	56		54.2
3246	10	78.2	35.2	93.1	45.5
3397	3	68.6	31.4		
3397	4	66.7	23.8	64.3	
3397	5	73	40.5		21.6
3397	6	72.7	54.5		
3397	7	44.4	50	72.2	
3397	8	72.2	50		66.7
3398	10	71.1	19.8	82.9	18.5
3448	6	47.9	44.2		
3448	7	55.4	42.1	69.9	
3448	8	60.5	38.9		48.8
3449	3	60.8	49		
3449	4	58.3	45.8	30.6	
3449	5	61.8	47.3		12.7
3452	3	89.2	66.3		
3452	4	78.1	60.9	59.4	
3452	5	88	86		46
3453	3	51.8	28.6		
3453	4	57.1	25.4	50.8	
3453	5	53.2	14.5		9.7
3498	3	73.5	71.4		
3498	4	67.3	46.2	65.4	
3498	5	78	73.2		36.6
3646	3	35.4	29.2		
3646	4	43.5	40.3	50	
3646	5	48.4	28.1		9.4
3880	10	67.5	25.1	78.7	26.8
4109	8	55.6	11.1		17.6
4109	10	54.5	9.3	76	14.6
4281	3				
4281	4				
4281	5				
4281	6				
4281	7				
4281	8				
4281	10				
4283	7				
4283	10				
4537	3	80.5	76.6		
4537	4	75	56.8	76.1	
4537	5	72.2	53.3		22.2
2466	3	87.5	70.8		
2466	4	72.2	61.1	61.1	
2466	5	95	45		25
2466	6	56	16		
2466	7	77.3	59.1	90.9	
2466	8	66.7	66.7		55.6
2223	3	80.4	74.1		
2223	4	73.1	41.9	72	
3179	8	76.4	44.1		53.6
3296	5	73.2	62.4		42
3296	6	84	72.6		
3296	7	66.5	70	81.1	
3600	10	84.9	45	90.6	54.1
3601	3	88.6	64.8		
3601	4	86.4	63.1	81.6	
3792	3	85.9	64.6		
3792	4	84.9	72	86	
4325	5	76.3	53.7		36.3
4325	6	77.6	73.4		
4325	7	76.5	75.2	89.4	
4447	3	83.2	62		
4447	4	81.7	72.3	77.7	
2875	3	70.7	66.7		
2875	4	81.9	65.1	89	
2875	5	86.8	70.6		39.7
3247	10	87.7	43	91.9	49.7
3349	3	79.4	60.3		
3349	4	57.8	37.5	65.6	
3349	5	73.2	46.3		48.8
3399	3	82.9	51.3		
3399	4	73.4	81	64.1	
3399	5	82.9	77.6		64.5
3499	5				
3499	6	57.8	35.1		
3499	7	66.9	53.3	79.1	
3499	8	73.6	51.1		61
4132	6	75	64.2		
4132	7	64.6	67.4	67.4	
4132	8	69.9	47.6		63.9
4166	3	86.1	66.1		
4166	4	88.7	70.8	76.4	
4166	5	86.4	47.3		37.3
4250	3	80.3	72.7		
4250	4	81.3	57.3	61.3	
4250	5	77.6	53.4		31
4402	3	70.4	35.2		
4402	4	85.9	84.5	74.6	
4402	5	61	32.9		19.5
4435	3	89.4	65.2		
4435	4	78.7	60.7	86.9	
4435	5	87.3	63.6		38.2
4502	6	63.7	45.5		
4502	7	73.6	65.7	78.7	
4502	8	65.4	62.9		70
4541	3	79.5	71.2		
4541	4	71.2	61.6	74	
4541	5	70.1	61		44.2
3683	3	87.8	76.9		
4416	6	85.4	64.2		
4416	7	80.9	69.7	88.8	
4416	8	88.7	59.6		70.2
4548	4	86.3	43.1	88.8	
4548	5	86.6	57.7		38.7
2942	10	79.3	34.2	86.2	45.4
4262	6	75.9	46		
4262	7	48.6	36.6	69.8	
4262	8	57.9	36.8		49.7
4547	3	71.7	70.7		
4547	4	71.8	60.6	64.7	
4547	5	69.1	40		24.1
2041	5				
2041	6				
2041	7				
2041	8	36.4	9.1		20
2041	10	25	0	27.3	8.3
2189	3	52.8	33.3		
2189	4	44.6	21.5	44.6	
2189	5	57.4	41		9.8
2425	10	64.8	18.4	77.7	17.2
2651	3	54.9	60.8		
2651	4	44.7	39.5	36.8	
2651	5	54.3	23.9		13
2652	3	53.8	48.7		
2652	4	39.8	48.9	43.2	
2652	5	56.1	52.6		19.3
2937	3	76.4	81.8		
2937	4	48.6	48.6	32.4	
2937	5	51	33.3		9.8
2943	3	57.6	72.7		
2943	4	50	52.2	34.8	
2943	5	61.4	40.9		13.6
3117	3	78	54		
3117	4	71.9	52.6	64.9	
3117	5	69.6	51.8		30.4
3118	3	52.9	58.8		
3118	4	36.8	30.9	50	
3118	5	50.7	45.6		29.9
3178	3	77.8	88.9		
3178	4	62.5	55	40	
3178	5	84.6	76.9		46.2
3248	6	69.9	55.4		
3248	7	67	58	67.7	
3248	8	74.3	63.7		40.7
3249	3	50.8	44.1		
3249	4	35.8	20.8	22.6	
3249	5	40.3	19.4		6
3297	6	50.3	28		
3297	7	46.7	43.8	63	
3297	8	71.7	34.5		38.9
3298	3	64.1	66.2		
3298	4	48.8	45.2	43.9	
3298	5	55.6	55.6		28.6
3351	3	40.4	50		
3351	4	44.1	15.3	36.8	
3351	5	47.7	15.4		15.4
3454	3	69.4	52.9		
3454	4	59.4	34.8	60.9	
3454	5	66.1	50		21
3455	3	63.5	49		
3455	4	56	40	38	
3455	5	61.8	45.5		20
3456	10	81.7	35.1	91.2	36.2
3457	3	63.3	61.7		
3457	4	56.9	35.3	40.4	
3457	5	65	45		32.5
3500	6	50.3	20.7		
3500	7	46.4	35.7	56.4	
3500	8	58.5	22.8		27.5
3501	3	57.1	57.1		
3501	4	33.3	62.7	64.6	
3501	5	27.8	30.6		2.8
3602	6	45.3	43		
3602	7	32.1	37.3	36.9	
3602	8	45.9	29.4		15.5
3763	3	76.7	51.2		
3763	4	69.2	76.9	68.4	
3763	5	69.8	64.2		32.1
3910	3				
3910	4				
3910	5				
3910	6				
3910	7				
4396	3	57.3	41.7		
4396	4	61.4	53.4	49.4	
4396	5	59.4	34.3		21.1
4862	3				
4862	8				
4862	10		0		9.1
1516	10	70	0	75.9	3.6
2294	6	78.4	68.5		
2294	7	79.2	74.7	75.3	
2294	8	74.2	61		67.6
2681	10	82.8	52.3	83.1	63.2
2944	3	77.3	63.9		
2944	4	74.2	54.6	66	
2944	5	81.8	61.2		46.7
3055	3	69.2	73.7		
3055	4	51.2	32.6	37.2	
3055	5	74.5	54.9		13.7
3056	3	71.7	53.3		
3056	4	62	41.8	49.4	
3056	5	74.6	69		36.6
3299	3	86.5	77.5		
3299	4	85.2	69.3	71.6	
3299	5	80	59.1		40
3685	3	90.1	81.2		
3685	4	76.6	72.9	77.6	
3685	5	81	71		34
4080	3	72.6	50.7		
4080	4	77.6	64.7	72.9	
4080	5	84.5	62.7		54.2
4081	10	90.6	61	94.9	64.8
4156	5				
4156	6	74.1	59.3		
4156	7	78.3	61.4	62.6	
4156	8	78.5	52.8		52.1
4189	3	78.4	60.8		
4189	4	77	54.1	60.7	
4189	5	87.9	75.9		41.4
4219	6	77.3	65.7		
4219	7	85.7	80.4	87.4	
4219	8	88.6	82.7		77.1
4307	3	90.2	88.2		
4307	4	82.7	81.6	91.8	
4307	5	84.4	76		49
4387	6	75.6	67.6		
4387	7	73.4	73.5	81.8	
4387	8	82.5	67.8		67.2
2257	3	64.4	56.2		
2257	4	74.3	57.7	44.3	
2257	5	76.1	47.1		13.4
2398	3	68.7	41.8		
2398	4	73.1	67.3	71.2	
2398	5	84.6	50		26.9
2876	10	81.3	40.6	91.3	43.7
2945	3	50	38.6		
2945	4	49.2	52.5	57.4	
2945	5	57.5	45.2		16.4
3000	3	61.8	36.2		
3000	4	59.6	49.1	64.9	
3000	5	67.6	56.3		16.9
3180	3	57.9	40.4		
3180	4	69.6	50.7	65.2	
3180	5	75.6	53.3		43.3
3300	6	70.1	50.6		
3300	7	67.4	52.8	77.4	
3300	8	73.3	55.9		65.6
3301	3	60	49.3		
3301	4	61.3	45.2	64.5	
3301	5	66.7	42.9		9.5
3401	6	54.4	25.5		
3401	7	38.6	29	56.5	
3401	8	64.8	38.5		38.5
3532	3	62.1	60.3		
3532	4	56.5	53.6	43.5	
3532	5	56.8	54.1		32.4
3648	10	69.8	26	79.7	28.4
4063	8				
4063	10	40.6	7.4	56.9	6.7
1510	10	86.7	25	93.3	31.3
2399	3	59.3	46.3		
2399	4	58.5	32.1	37.7	
2399	5	46.8	36.2		8.5
2399	6	54.4	25		
2543	3	42.9	35.7		
2543	4	64.9	40.5	40.5	
2543	5	62.9	34.3		8.6
2543	6	53.7	44.4		
2576	3	67.9	54.7		
2576	4	60	50	60	
2576	5	50.9	31.6		14
2576	6	68.3	36.5		
2748	3	81.8	67		
2748	4	75.4	50.7	56.5	
2748	5	57.1	25		15.5
2748	6	73.2	48.5		
2807	10	82.6	28	89.2	42.8
2877	3	77.9	82.4		
2877	4	72.3	64.6	55.4	
2877	5	63.8	48.3		24.1
2877	6	73.3	68.3		
3250	7	56.1	53.5	65.4	
3250	8	74.8	32.2		45.1
3649	3	61.2	43.3		
3649	4	46.3	37.7	47.7	
3649	5	50.5	31.9		7.7
3649	6	45.4	22.7		
3751	6				
3751	7	47.3	35.7	65.8	
3751	8	55.1	31.3		30.3
4099	3	61.8	61.1		
4099	4	55.1	30.4	46.2	
4099	5	81.7	70.6		40.2
4099	6	43.8	32.6		
4102	3	72.5	60.8		
4102	4	74.5	55.1	76.5	
4102	5	58.9	38.3		16.8
4102	6	59.1	50.5		
4103	3	73.9	68.1		
4103	4	73.2	71.8	62	
4103	5	67.1	35.3		14.1
4103	6	53.5	39.5		
4158	10	76.7	23.5	88.4	28.6
4186	7	50.8	42	62.9	
4186	8	60.4	33.3		34.3
4186	10				
4227	3	67.8	55.2		
4227	4	64.6	36.5	35.4	
4227	5	48.8	27.9		12.8
4227	6	45.4	24.7		
4227	8				
4296	3	59.2	48.7		
4296	4	58.9	53.7	45.3	
4296	5	77.3	49.3		16
4296	6	67.5	36.4		
4297	3	77.5	63.4		
4297	4	82.7	65.3	65.3	
4297	5	67.1	54.4		29.1
4297	6	85.7	65.9		
4331	3	74.4	62.8		
4331	4	67.8	41.1	55.6	
4331	5	64.8	47.3		37.4
4331	6	63.8	52.4		
4381	3	76.3	39.8		
4381	4	65.2	36	58.4	
4381	5	67.8	31		23
4381	6	59.6	40.4		
4407	7	50.9	58.9	62.8	
4407	8	59.9	33.2		42.9
4538	3	79.3	64.4		
4538	4	57.6	46.7	43.5	
4538	5	68	45.4		24.7
4538	6	59.1	50		
2205	3	85.7	82.9		
2205	4	64	38	62	
2205	5	69.6	53.6		29
2206	10	73.2	36.8	79.5	49
2361	3	77	63.9		
2361	4	65.8	43.8	63	
2361	5	71.6	61.2		53.7
2808	3	55.6	33.3		
2808	4	54.2	41.7	50	
2808	5	76.9	69.2		46.2
2808	6	83.3	75		
4230	6	53.2	62.7		
4230	7	68.7	46.6	69.8	
4230	8	61.3	25.8		53.4
1544	4				
1544	5				
1544	6	53.3	6.7		
1544	7	85.7	42.9	78.6	
1544	8	90	20		60
1544	10	48.3	11.7	55.2	15.3
2190	3	78.8	80.3		
2190	4	72.3	75.4	72.3	
2190	5	80.8	71.2		48.1
3458	6	71.1	46		
3458	7	66.4	49	66.4	
3458	8	80.1	34		55.3
4170	3	78.8	71.2		
4170	4	54.7	50.9	46.2	
4170	5	65	58.3		21.7
4309	3	85.7	86.8		
4309	4	84	81.3	78.7	
4309	5	73.7	71.7		33.3
4471	3	76.9	78		
4471	4	80.2	75.3	80.2	
4471	5	76.3	71.3		56.3
1793	10				
2773	10	78.3	46	87.5	38
2809	3	71.8	61.8		
2809	4	54.1	29.5	60.3	
2809	5	57.9	42.1		28.1
2809	7				
3798	6	43.6	29.8		
3798	7	63.7	37.1	73.6	
4557	3	74.3	60.4		
4557	4	72	57.6	74.2	
4557	5	73.9	54.8		25.2
4557	6				
3725	3				
3725	4				
3725	5				
3725	7				
3725	8				
2749	3	82.8	63.3		
2749	4	65.4	57.7	68	
2749	5	73.5	60.6		35.3
2749	6	94.3	80		
2750	10	91.7	58.3	95.8	45.8
3808	3				
3808	4				
3808	6				
4558	7	79.3	72.4	79.3	
4558	8	68.2	63.6		31.8
2632	6	42.9	28.6		
2632	7	44.4	50	55.6	
2632	8	63.2	47.4		63.2
2632	10	88.9	55.6	88.2	47.4
4107	3	76.5	41.2		
4107	4	66.7	52.4	28.6	
4107	5				
4178	7				
4178	8				
2520	3	85.2	73.8		
2520	4	88.9	66.7	88.9	
2520	5	84.2	54.4		53.6
2520	6	75	67.2		
2520	8				
2879	10	89.3	51.7	93.3	55.9
3011	7	75.8	74.2	84.8	
3011	8	87	69.1		69.6
4037	5				
1605	8				
